geneID,median_adult Ce,mean_adult Ce
WBGene00000968,3.30121,3.84295
WBGene00000969,5.83507,7.83861
WBGene00000970,59.4542,53.4022
WBGene00000971,2.30369,5.53165
WBGene00000972,1.45916,2.15067
WBGene00000973,25.4014,25.6696
WBGene00000974,26.4991,25.7515
WBGene00000975,69.9113,73.1844
WBGene00000976,73.1568,72.3356
WBGene00000977,15.6611,21.68
WBGene00000978,0.709321,1.12696
WBGene00000979,0.510138,0.640081
WBGene00000980,7.3881,8.93227
WBGene00000981,19.1944,23.1598
WBGene00000982,24.7966,29.5481
WBGene00000983,7.16196,8.22178
WBGene00000984,24.7378,29.9774
WBGene00000985,106.688,120.384
WBGene00000986,1.50348,1.96854
WBGene00000987,24.7705,22.8254
WBGene00000988,66.8005,81.7315
WBGene00000989,1.46582,14.8172
WBGene00000990,7.13192,9.54045
WBGene00000991,80.6738,93.1872
WBGene00000992,5.49154,5.85568
WBGene00000993,27.9084,27.3729
WBGene00000994,15.8758,16.8357
WBGene00000995,22.3683,24.4701
WBGene00000996,102.338,97.1243
WBGene00000998,1.58631,1.7656
WBGene00001000,116.715,133.459
WBGene00001001,34.7748,33.6516
WBGene00001002,31.9408,32.8821
WBGene00001005,706.467,764.168
WBGene00001006,13.8908,23.2675
WBGene00001007,67.0424,60.0147
WBGene00001008,14.1633,15.4547
WBGene00001016,30.7424,31.5174
WBGene00001017,33.4255,34.2932
WBGene00001018,59.8239,65.8781
WBGene00001019,51.8492,46.858
WBGene00001020,35.198,31.3389
WBGene00001021,17.5473,16.3157
WBGene00001022,17.0924,18.6206
WBGene00001023,125.665,127.502
WBGene00001025,22.3138,26.3881
WBGene00001026,24.7206,33.1619
WBGene00001027,30.7699,30.0468
WBGene00001028,32.6607,32.8136
WBGene00001029,99.2458,116.449
WBGene00001030,149.665,136.081
WBGene00001031,144.66,143.127
WBGene00001032,30.4543,32.599
WBGene00001033,41.862,44.9586
WBGene00001034,46.2383,42.9179
WBGene00001035,31.6079,30.3512
WBGene00001036,34.156,35.4064
WBGene00001037,221.395,200.871
WBGene00001038,106.688,105.995
WBGene00001039,40.4361,41.3331
WBGene00001040,46.0801,60.0526
WBGene00001041,66.0764,78.6696
WBGene00001042,15.6311,17.5099
WBGene00001043,31.5718,30.809
WBGene00001044,20.5579,18.5275
WBGene00001045,12.2376,15.6266
WBGene00001046,22.776,23.2109
WBGene00001047,72.7514,70.4589
WBGene00001048,56.1837,62.5243
WBGene00001049,19.3042,19.4566
WBGene00001050,22.7753,24.6943
WBGene00001051,267.565,264.495
WBGene00001052,0.82099,0.961766
WBGene00001053,0.944068,1.04844
WBGene00001054,1.53542,2.04702
WBGene00001055,10.6584,12.3091
WBGene00001056,73.8267,83.3586
WBGene00001057,39.5689,37.686
WBGene00001058,76.8586,84.2216
WBGene00001059,1.6382,2.84099
WBGene00001060,30.1482,32.3105
WBGene00001061,58.7399,51.9622
WBGene00001062,1.00E-10,0.0518987
WBGene00001063,0.410022,0.696002
WBGene00001064,3.1386,7.27699
WBGene00001065,2.9586,6.98433
WBGene00001066,15.0209,27.2057
WBGene00001067,14.4409,27.1673
WBGene00001068,0.495704,0.945933
WBGene00001069,2.45021,6.44562
WBGene00001070,1.21185,2.15361
WBGene00001071,1.87874,3.26738
WBGene00001072,5.62723,11.6709
WBGene00001073,89.1444,88.513
WBGene00001074,15.1325,25.1001
WBGene00001075,16.413,69.2417
WBGene00001076,17.4559,57.4604
WBGene00001077,19.5156,21.174
WBGene00001078,4.61972,3.8055
WBGene00001079,0.232513,0.384867
WBGene00001080,15.4491,16.5691
WBGene00001081,7.24104,8.5386
WBGene00001082,26.151,25.2509
WBGene00001085,37.5263,39.987
WBGene00001086,11.7949,14.493
WBGene00001087,22.9734,26.0102
WBGene00001088,257.952,246.539
WBGene00001089,8.71798,10.3085
WBGene00001090,20.8738,20.354
WBGene00001091,8.49699,10.854
WBGene00001092,128.99,116.188
WBGene00001093,60.0814,66.3865
WBGene00001094,148.881,149.057
WBGene00001095,14.6313,14.3655
WBGene00001096,0.0930681,0.164971
WBGene00001099,22.2971,27.5366
WBGene00001101,13.2605,13.3887
WBGene00001102,48.9552,44.6197
WBGene00001103,2.2853,2.59516
WBGene00001104,10.7101,14.3716
WBGene00001105,2.43509,6.7392
WBGene00001106,1.00E-10,0.0303769
WBGene00001107,0.0304914,0.0778021
WBGene00001108,0.50276,1.88942
WBGene00001109,0.245378,0.394857
WBGene00001110,17.722,16.7245
WBGene00001111,0.150241,0.171418
WBGene00001112,22.6342,29.3347
WBGene00001113,10.8692,13.2064
WBGene00001115,5.91698,8.68208
WBGene00001116,1.58863,2.07505
WBGene00001117,0.684817,0.832304
WBGene00001118,0.907242,1.08711
WBGene00001119,4.23464,5.40672
WBGene00001121,0.547846,0.707273
WBGene00001122,1.17645,1.31523
WBGene00001123,1.4067,2.28671
WBGene00001127,0.448216,0.786747
WBGene00001129,0.231604,0.342886
WBGene00001130,25.7416,25.361
WBGene00001131,12.4259,14.3392
WBGene00001132,28.3663,31.7679
WBGene00001133,0.339456,0.411924
WBGene00001134,29.4338,35.584
WBGene00001135,0.81649,1.11084
WBGene00001136,0.377155,0.428204
WBGene00001137,312.323,288.19
WBGene00001145,6.842,7.61588
WBGene00001147,1.44285,1.9133
WBGene00001148,13.0036,13.4059
WBGene00001149,99.3985,102.181
WBGene00001150,2.11906,2.58435
WBGene00001151,28.9354,29.326
WBGene00001152,10.7444,11.4879
WBGene00001153,72.7888,66.4894
WBGene00001154,28.3205,29.004
WBGene00001155,213.061,289.34
WBGene00001156,70.888,68.6767
WBGene00001157,6.839,8.42615
WBGene00001158,1.83715,2.52607
WBGene00001159,1.78352,2.72427
WBGene00001160,44.7028,45.9258
WBGene00001161,39.158,48.3148
WBGene00001162,17.0474,18.858
WBGene00001163,5.10859,6.19334
WBGene00001164,2.62348,4.78354
WBGene00001165,5.78549,7.29292
WBGene00001166,86.3996,81.3949
WBGene00001167,1609.84,1600.95
WBGene00001168,8054.52,7278.7
WBGene00001169,466.845,479.216
WBGene00001170,2.32373,3.18936
WBGene00001171,0.640605,0.862108
WBGene00001172,26.4227,35.3897
WBGene00001173,107.654,102.846
WBGene00001174,1.49047,2.79716
WBGene00001175,3.78176,4.04762
WBGene00001177,12.1245,13.0636
WBGene00001178,12.0996,12.1878
WBGene00001179,7.65225,7.51981
WBGene00001182,4.88913,5.39874
WBGene00001184,2.66556,3.19272
WBGene00001185,0.374234,0.433727
WBGene00001186,31.2088,32.7321
WBGene00001187,3.39046,5.07447
WBGene00001188,2.06904,3.05252
WBGene00001189,32.3549,44.4184
WBGene00001190,1.86188,2.17823
WBGene00001193,14.5427,14.0724
WBGene00001194,86.4121,84.2152
WBGene00001196,54.2921,51.3277
WBGene00001202,1.08114,1.13807
WBGene00001204,0.795795,1.65352
WBGene00001207,1.6942,3.40881
WBGene00001208,10.9253,12.2131
WBGene00001209,116.008,114.865
WBGene00001210,1.24238,4.98493
WBGene00001211,0.29639,0.432135
WBGene00001214,23.6715,23.2863
WBGene00001215,18.1153,17.5885
WBGene00001223,1.00E-10,0.16266
WBGene00001224,33.1327,32.3372
WBGene00001225,93.8714,98.6591
WBGene00001226,115.882,113.048
WBGene00001227,141.591,143.131
WBGene00001228,100.883,97.0736
WBGene00001229,109.651,112.24
WBGene00001230,113.903,112.423
WBGene00001231,75.6879,75.2215
WBGene00001232,130.553,134.44
WBGene00001233,111.577,116.248
WBGene00001234,114.763,107.718
WBGene00001235,99.3186,107.65
WBGene00001236,110.128,128.029
WBGene00001237,0.0769156,0.120046
WBGene00001239,308.941,351.382
WBGene00001240,131.93,149.659
WBGene00001241,115.334,107.936
WBGene00001242,2.68459,9.11099
WBGene00001243,188.106,226.721
WBGene00001244,309.135,301.166
WBGene00001245,0.308145,10.0715
WBGene00001246,1.26506,12.6253
WBGene00001247,5.4203,5.88677
WBGene00001248,2.44099,2.74487
WBGene00001249,8.63553,10.4688
WBGene00001250,6.68506,7.57907
WBGene00001251,9.81858,14.7901
WBGene00001252,1.72196,3.94851
WBGene00001253,3.0267,3.72429
WBGene00001258,42.6783,42.4921
WBGene00001259,65.423,73.2376
WBGene00001262,68.639,69.5003
WBGene00001263,71.0354,63.8917
WBGene00001281,38.419,45.6745
WBGene00001284,21.1547,23.5648
WBGene00001303,719.869,796.995
WBGene00001309,113.661,127.213
WBGene00001310,0.268464,0.655904
WBGene00001311,0.565485,0.713166
WBGene00001320,127.45,135.055
WBGene00001324,38.7581,35.58
WBGene00001325,9.60005,12.2495
WBGene00001328,9.36259,12.5926
WBGene00001329,61.1555,55.8028
WBGene00001330,23.0432,26.469
WBGene00001331,42.039,37.5488
WBGene00001332,27.2702,31.1391
WBGene00001333,129.996,119.265
WBGene00001334,51.0879,53.3426
WBGene00001335,12.5936,11.3507
WBGene00001336,81.861,88.2389
WBGene00001337,82.3867,76.9739
WBGene00001338,15.452,12.7601
WBGene00001340,52.2307,53.0256
WBGene00001345,9.55508,11.7268
WBGene00001352,19.9153,24.0968
WBGene00001358,37.7502,39.0162
WBGene00001365,29.5253,30.2895
WBGene00001366,3.70617,4.32956
WBGene00001368,5.25632,6.1101
WBGene00001371,42.8277,55.1908
WBGene00001372,70.388,72.9809
WBGene00001373,0.331782,0.523258
WBGene00001374,1.6592,2.15104
WBGene00001377,2.5543,4.97331
WBGene00001385,1303.7,1464.9
WBGene00001386,4863.18,5257.1
WBGene00001387,42.7667,148.742
WBGene00001388,0.969524,1.62902
WBGene00001389,15.8144,21.6977
WBGene00001390,73.5939,90.4727
WBGene00001391,7.07835,19.082
WBGene00001392,75.0382,93.3484
WBGene00001393,329.964,391.365
WBGene00001394,561.447,899.587
WBGene00001395,124.501,154.376
WBGene00001396,212.286,211.687
WBGene00001397,53.2122,51.5265
WBGene00001398,302.67,327.794
WBGene00001399,28.4137,42.1723
WBGene00001400,0.233406,0.398508
WBGene00001401,15.5984,15.9964
WBGene00001402,11.1796,11.5659
WBGene00001403,5.96204,6.36006
WBGene00001404,131.607,129.392
WBGene00001405,59.4188,60.4993
WBGene00001406,18.4975,18.9003
WBGene00001410,1.90229,2.17389
WBGene00001411,36.6543,36.4328
WBGene00001412,65.6824,61.6114
WBGene00001413,24.8708,32.1581
WBGene00001414,0.457408,2.69438
WBGene00001423,557.92,537.03
WBGene00001424,0.70273,11.4114
WBGene00001425,42.657,44.5394
WBGene00001426,345.869,359.453
WBGene00001427,893.168,904.833
WBGene00001428,19.6361,22.5264
WBGene00001429,1.13524,1.95123
WBGene00001430,19.3705,28.745
WBGene00001431,190.497,180.517
WBGene00001432,2.43639,4.69229
WBGene00001433,17.2002,14.8559
WBGene00001434,0.383335,0.931869
WBGene00001435,8.88415,8.97222
WBGene00001436,6.70782,7.05487
WBGene00001437,0.630317,0.860621
WBGene00001438,1.77803,2.3226
WBGene00001439,18.9944,18.8931
WBGene00001440,0.97185,1.66826
WBGene00001441,19.897,22.3412
WBGene00001442,0.599849,0.694902
WBGene00001443,22.2764,22.6981
WBGene00001444,24.1336,28.3949
WBGene00001445,6.65501,8.76208
WBGene00001446,10.464,13.047
WBGene00001447,7.29081,12.0911
WBGene00001448,14.4959,27.4229
WBGene00001449,24.178,37.6587
WBGene00001450,6.57164,8.44993
WBGene00001451,8.3031,10.1244
WBGene00001452,24.3842,32.9031
WBGene00001453,15.2056,21.1113
WBGene00001454,19.0095,23.5519
WBGene00001455,19.0589,30.4234
WBGene00001456,6.29016,8.26469
WBGene00001457,17.4904,22.4258
WBGene00001458,13.9259,34.1924
WBGene00001459,13.5513,24.8634
WBGene00001460,9.71817,15.8532
WBGene00001461,12.7858,17.115
WBGene00001462,10.584,14.4626
WBGene00001463,6.69492,12.5196
WBGene00001464,7.62555,15.3481
WBGene00001465,2.59839,2.78701
WBGene00001466,3.17017,3.50191
WBGene00001468,0.813342,1.08063
WBGene00001470,8.27026,10.4973
WBGene00001475,1.07545,2.77128
WBGene00001476,2.53649,4.77681
WBGene00001477,2.04609,8.01538
WBGene00001478,6.98647,6.88541
WBGene00001479,14.8197,14.6355
WBGene00001480,7.6001,8.65798
WBGene00001481,22.5753,26.353
WBGene00001482,31.2998,28.5539
WBGene00001483,1.01069,7.56425
WBGene00001484,9.74781,10.6311
WBGene00001485,20.8781,21.8644
WBGene00001486,22.6339,25.4462
WBGene00001487,0.822132,8.97834
WBGene00001488,62.2568,61.9781
WBGene00001489,12.3328,13.5941
WBGene00001490,1.19062,1.40238
WBGene00001491,43.6498,41.8039
WBGene00001492,5.13145,5.62522
WBGene00001493,26.7934,25.9198
WBGene00001494,2.52986,2.90514
WBGene00001495,2.34107,2.93888
WBGene00001496,45.8395,43.9712
WBGene00001497,92.4052,80.6463
WBGene00001498,73.5582,69.1835
WBGene00001499,93.1241,91.4217
WBGene00001500,9.56874,47.9627
WBGene00001501,336.157,382.807
WBGene00001502,344.126,354.435
WBGene00001503,198.325,198.949
WBGene00001505,4.69844,5.91575
WBGene00001506,0.627101,0.747989
WBGene00001507,0.524652,0.711778
WBGene00001508,4.22525,5.44455
WBGene00001509,33.8418,35.8691
WBGene00001510,33.273,33.8682
WBGene00001511,119.216,113.128
WBGene00001512,0.32042,0.470263
WBGene00001513,50.8576,69.0637
WBGene00001514,51.1185,60.5254
WBGene00001515,1.30414,1.44294
WBGene00001516,17.0181,17.1896
WBGene00001517,0.572512,0.675128
WBGene00001518,1.49129,1.8198
WBGene00001519,1.64817,1.70328
WBGene00001520,75.048,75.3841
WBGene00001522,8.49174,8.6296
WBGene00001523,6.63503,9.30372
WBGene00001526,33.3138,30.7097
WBGene00001527,44.4071,45.513
WBGene00001528,1.00E-10,0.0593981
WBGene00001529,0.00843559,0.149905
WBGene00001530,0.0114603,0.0943199
WBGene00001531,0.0278512,0.0563702
WBGene00001532,0.0654481,0.151198
WBGene00001533,0.0294442,0.0937201
WBGene00001534,0.0353355,0.0984806
WBGene00001535,0.137366,0.248036
WBGene00001536,0.261148,0.273599
WBGene00001537,1.30321,1.35116
WBGene00001538,6.92964,9.53703
WBGene00001539,0.017947,0.0660948
WBGene00001540,0.0141977,0.0509306
WBGene00001541,0.41193,0.475969
WBGene00001542,0.0254681,0.0598418
WBGene00001543,0.362626,0.406896
WBGene00001544,0.364142,0.676213
WBGene00001545,0.0249114,0.0682667
WBGene00001546,0.640155,0.706472
WBGene00001547,0.378818,0.43207
WBGene00001548,0.267489,0.293758
WBGene00001549,0.0382703,0.0778183
WBGene00001550,0.0426754,0.0952842
WBGene00001551,0.255687,0.312224
WBGene00001552,0.169991,0.351385
WBGene00001553,0.741142,0.856911
WBGene00001554,0.116584,0.179637
WBGene00001555,0.626236,0.884282
WBGene00001556,0.214351,0.297487
WBGene00001557,0.248556,0.373941
WBGene00001558,294.468,261.596
WBGene00001559,4.89517,5.73447
WBGene00001560,12.8869,13.8961
WBGene00001561,66.2863,65.6892
WBGene00001562,40.6773,38.959
WBGene00001563,27.0211,28.0713
WBGene00001564,129.531,202.609
WBGene00001565,10.3996,11.0726
WBGene00001566,23.8642,23.6406
WBGene00001568,38.0666,40.6461
WBGene00001569,30.2217,27.3245
WBGene00001570,1.59525,4.15214
WBGene00001571,28.5408,30.5973
WBGene00001572,10.3708,12.1223
WBGene00001574,70.1724,74.3292
WBGene00001575,0.411772,0.536128
WBGene00001577,4.50992,7.12721
WBGene00001578,12.764,15.579
WBGene00001579,16.8721,16.0135
WBGene00001580,28.0343,28.5883
WBGene00001581,68.8026,105.087
WBGene00001582,63.6277,70.1288
WBGene00001583,9.74822,12.0429
WBGene00001584,32.2744,42.2941
WBGene00001585,51.4044,51.5295
WBGene00001586,0.29271,0.349767
WBGene00001587,0.293063,0.455502
WBGene00001588,0.574377,0.786337
WBGene00001589,28.1106,28.4995
WBGene00001590,16.2109,16.8402
WBGene00001591,7.36177,10.6026
WBGene00001592,4.0529,4.88728
WBGene00001593,0.202897,0.358518
WBGene00001594,1.60061,2.34777
WBGene00001595,437.208,384.759
WBGene00001596,59.3805,55.3432
WBGene00001597,121.607,117.895
WBGene00001598,166.018,146.384
WBGene00001599,70.6964,57.2529
WBGene00001600,24.0886,23.8625
WBGene00001601,34.1969,31.0929
WBGene00001602,16.3933,16.4754
WBGene00001603,1.58215,33.3397
WBGene00001604,127.239,155.199
WBGene00001605,0.203284,4.24438
WBGene00001606,211.993,201.855
WBGene00001607,392.651,379.372
WBGene00001608,0.572043,0.674733
WBGene00001609,62.4999,60.7121
WBGene00001612,0.243589,0.386055
WBGene00001613,0.434718,0.468649
WBGene00001614,0.0681671,0.118913
WBGene00001615,1.22636,1.3701
WBGene00001616,0.736739,0.982451
WBGene00001617,2.30418,2.48191
WBGene00001618,0.147894,0.188061
WBGene00001619,0.209041,0.239413
WBGene00001620,37.6289,44.8035
WBGene00001621,1.93664,2.90035
WBGene00001622,3.7921,4.29223
WBGene00001623,1.24839,1.96524
WBGene00001624,0.947895,1.12293
WBGene00001625,0.40898,0.597081
WBGene00001626,0.115234,0.208863
WBGene00001627,3.08553,3.47558
WBGene00001628,46.0794,43.179
WBGene00001629,23.9461,21.6564
WBGene00001630,34.7897,36.4542
WBGene00001631,11.265,13.6873
WBGene00001632,63.2579,58.3229
WBGene00001633,18.5855,23.4518
WBGene00001635,61.4369,53.0385
WBGene00001636,3.5084,3.50989
WBGene00001637,2.53108,2.96378
WBGene00001638,11.5046,11.3433
WBGene00001639,1.61026,2.46749
WBGene00001640,1.00E-10,0.0301139
WBGene00001641,1.00E-10,0.0495545
WBGene00001642,1.00E-10,0.0484515
WBGene00001643,0.380216,0.493166
WBGene00001644,2.68502,2.66212
WBGene00001645,51.9138,59.2502
WBGene00001646,6.94838,6.55374
WBGene00001647,93.281,99.2375
WBGene00001648,89.7092,82.0649
WBGene00001649,21.8965,23.2117
WBGene00001650,2.80473,3.00748
WBGene00001651,11.0094,11.3478
WBGene00001653,23.0309,27.4792
WBGene00001660,11.944,11.9102
WBGene00001661,56.5491,48.9135
WBGene00001662,61.4847,53.9002
WBGene00001663,1.86701,1.89277
WBGene00001664,0.347396,0.610411
WBGene00001665,0.574819,0.75329
WBGene00001666,0.6785,0.880106
WBGene00001667,0.0730523,0.126725
WBGene00001668,0.18113,0.285664
WBGene00001669,3.55752,3.89083
WBGene00001670,0.0795778,0.148195
WBGene00001671,0.912042,0.85569
WBGene00001672,0.419332,0.440532
WBGene00001673,0.125789,0.228546
WBGene00001674,3.50499,3.90535
WBGene00001675,0.566205,0.608061
WBGene00001676,0.470825,0.547669
WBGene00001677,0.649874,0.83387
WBGene00001678,48.3595,47.7079
WBGene00001679,113.282,107.52
WBGene00001680,7.00369,8.91115
WBGene00001681,1.61917,2.39501
WBGene00001682,101.799,151.915
WBGene00001683,371.183,483.016
WBGene00001684,316.68,391.208
WBGene00001685,385.221,460.936
WBGene00001686,296.41,348.941
WBGene00001687,0.889319,0.905572
WBGene00001688,19.4629,18.3746
WBGene00001689,22.9315,23.4093
WBGene00001690,0.397828,0.618324
WBGene00001691,0.0762294,0.151104
WBGene00001692,105.464,139.08
WBGene00001693,2.66363,3.05655
WBGene00001694,144.58,164.661
WBGene00001695,0.875582,1.66449
WBGene00001696,0.0727478,0.138093
WBGene00001697,1.00E-10,0.0816757
WBGene00001698,0.044862,0.132012
WBGene00001699,22.8722,33.8544
WBGene00001700,0.104839,0.143668
WBGene00001701,0.343367,0.362216
WBGene00001702,8.51923,21.1217
WBGene00001703,8.44218,12.5076
WBGene00001704,0.168317,0.257383
WBGene00001705,0.171842,0.295165
WBGene00001706,0.12796,0.494626
WBGene00001707,2.39777,3.77597
WBGene00001708,12.3806,11.8243
WBGene00001709,4.27465,4.83628
WBGene00001710,0.335561,0.660814
WBGene00001711,0.151016,0.275309
WBGene00001712,0.197371,0.370535
WBGene00001713,27.2311,37.7077
WBGene00001714,2.15184,2.70051
WBGene00001715,0.259568,0.349862
WBGene00001716,2.14356,3.93413
WBGene00001717,1.08376,1.26537
WBGene00001718,0.164601,0.306577
WBGene00001719,3.15733,4.36478
WBGene00001720,0.134358,0.293432
WBGene00001721,0.219066,0.404519
WBGene00001722,0.0757816,0.137388
WBGene00001723,0.359813,0.693579
WBGene00001724,2.2707,3.88089
WBGene00001725,8.039,11.8974
WBGene00001726,0.300284,0.656313
WBGene00001727,0.308912,0.37581
WBGene00001728,1.00E-10,0.20145
WBGene00001729,0.138,0.211289
WBGene00001730,3.12397,8.19312
WBGene00001731,3.20237,4.48087
WBGene00001732,0.105839,0.16714
WBGene00001733,1.00E-10,0.374657
WBGene00001734,0.0994366,0.150758
WBGene00001735,0.395823,0.562817
WBGene00001736,1.8359,3.12129
WBGene00001737,1.00E-10,0.117954
WBGene00001738,1.00E-10,0.0571225
WBGene00001739,0.0670729,0.204256
WBGene00001740,13.1637,14.0517
WBGene00001743,58.8681,54.4424
WBGene00001744,72.7386,77.8481
WBGene00001745,5.89217,8.98934
WBGene00001746,39.0462,40.6383
WBGene00001747,127.662,101.085
WBGene00001748,222.164,220.544
WBGene00001749,337.647,354.707
WBGene00001750,0.781714,0.830065
WBGene00001751,1.0745,1.2515
WBGene00001752,26.4901,26.3445
WBGene00001753,42.9553,51.261
WBGene00001754,8.81019,14.1607
WBGene00001755,182.146,198.275
WBGene00001756,0.606304,1.22593
WBGene00001757,1.89662,2.44627
WBGene00001758,50.9202,81.092
WBGene00001759,1.09462,1.6236
WBGene00001760,1.65885,2.13808
WBGene00001761,44.5576,53.1176
WBGene00001762,0.311189,0.427244
WBGene00001763,2.88448,3.36661
WBGene00001764,3.40222,3.66981
WBGene00001765,0.0374207,0.0901579
WBGene00001766,1.00E-10,0.0873916
